,Brand,Resolution,Size ,Selling Price,Original Price,Operating System,Rating,Discount
0,TOSHIBA,Ultra HD LED,55,37999,54990,VIDAA,4.3,16991
1,TCL ,QLED Ultra HD,55,52999,129990,Android,4.4,76991
2,REALME ,HD LED,32,13999,17999,Android,4.3,4000
3,MI ,HD LED,32,14999,19999,Android,4.4,5000
4,REALME ,HD LED,32,12999,21999,Android,4.3,9000
5,ONEPLUS,HD LED,32,15999,19999,Android,4.3,4000
6,ONEPLUS,Full HD LED,43,25999,29999,Android,4.3,4000
7,TCL ,Ultra HD LED,65,57999,119990,Android,4.2,61991
8,MI ,Full HD LED,40,21999,29999,Android,4.3,8000
9,REALME ,Ultra HD LED,43,26999,32999,Android,4.3,6000
10,MI ,Ultra HD LED,43,27999,34999,Android,4.3,7000
11,HISENSE,Ultra HD LED,55,36999,49990,Android,4.4,12991
12,MI ,Ultra HD LED,50,35999,41999,Android,4.3,6000
13,MI ,HD LED,32,15499,19999,Android,4.3,4500
14,MI ,HD LED,32,14999,19999,Android,4.3,5000
15,HISENSE,Ultra HD LED,70,89999,119990,Android,4.4,29991
16,LG ,HD LED,32,17499,21990,Linux,4.4,4491
17,MI ,Full HD LED,43,25999,31999,Android,4.3,6000
18,MI ,Ultra HD LED,55,45999,69999,Android,4.2,24000
19,TOSHIBA,Ultra HD LED,43,27999,39990,VIDAA,4.3,11991
20,MARQ BY FLIPKART,HD LED,32,9999,19999,Unknown,4.3,10000
21,MI ,Ultra HD LED,43,31999,49999,Android,4.2,18000
22,IFFALCON BY TCL,Ultra HD LED,55,32999,70990,Android,4.3,37991
23,TCL ,Ultra HD LED,50,33999,62990,Android,4.4,28991
24,ONEPLUS,Full HD LED,40,22499,27999,Android,4.3,5500
25,COOCAA ,HD LED,32,10999,36990,Android,4.2,25991
26,TOSHIBA,HD LED,32,12499,14990,VIDAA,4.4,2491
27,MI ,Full HD LED,43,24999,34999,Android,4.3,10000
28,SAMSUNG,Ultra HD LED,43,38990,54900,Tizen,4.3,15910
29,MI ,Ultra HD LED,55,42999,49999,Android,4.3,7000
30,LG ,Full HD LED,43,33490,40990,WebOS,4.4,7500
31,INFINIX,Full HD LED,43,20499,24999,Android,4.2,4500
32,MI ,Ultra HD LED,50,41999,59999,Android,4.2,18000
33,INFINIX,HD LED,32,11999,17999,Android,4.2,6000
34,LG ,Ultra HD LED,55,52999,79990,WebOS,4.4,26991
35,VU,Ultra HD LED,55,46999,85000,Android,4.4,38001
36,NOKIA ,Ultra HD LED,43,32999,48999,Android,4.4,16000
37,VU,Ultra HD LED,43,31000,39999,Android,4.4,8999
38,NOKIA ,Ultra HD LED,50,39999,59999,Android,4.4,20000
39,THOMSON,Ultra HD LED,50,32999,40999,Android,4.4,8000
40,THOMSON,HD LED,24,8499,10499,Android,4.1,2000
41,MI ,QLED Ultra HD,55,58999,59999,Android,4.4,1000
42,ONEPLUS,Ultra HD LED,55,49999,59999,Android,4.3,10000
43,VU,Ultra HD LED,50,40999,65000,Android,4.4,24001
44,LG ,Ultra HD LED,43,42990,59990,WebOS,4.5,17000
45,IFFALCON BY TCL,Ultra HD LED,43,24999,47990,Android,4.3,22991
46,NOKIA ,Ultra HD LED,43,31999,45999,Android,4.1,14000
47,THOMSON,Full HD LED,42,20499,27999,Android,4.3,7500
48,THOMSON,Ultra HD LED,55,34999,46999,Android,4.2,12000
49,IFFALCON BY TCL,Full HD LED,43,21999,44990,Android,4.2,22991
50,NOKIA ,Ultra HD LED,55,44999,62999,Android,4.4,18000
51,SONY ,HD LED,32,25490,29900,Linux,4.5,4410
52,THOMSON,Ultra HD LED,50,31999,42999,Android,4.2,11000
53,KODAK ,Ultra HD LED,55,36999,47999,Android,4.4,11000
54,MOTOROLA,Ultra HD LED,43,32999,46999,Android,4.3,14000
55,THOMSON,Full HD LED,40,19499,21499,Android,4.4,2000
56,SAMSUNG,HD LED,32,18490,20900,Tizen,4.3,2410
57,LG ,Ultra HD LED,50,49999,64990,WebOS,4.4,14991
58,IFFALCON BY TCL,Ultra HD LED,55,35999,106990,Android,4.3,70991
59,THOMSON,HD LED,32,11999,14499,Android,4.4,2500
60,MOTOROLA,QLED Ultra HD,50,45999,59999,Android,4.3,14000
61,MOTOROLA,Full HD LED,40,24999,39999,Android,4.4,15000
62,KODAK ,HD LED,32,12999,18499,Android,4.4,5500
63,SAMSUNG,Ultra HD LED,50,51990,71400,Tizen,4.3,19410
64,MOTOROLA,HD LED,32,20999,29999,Android,4.4,9000
65,TCL ,QLED Ultra HD,50,45999,109990,Android,4.4,63991
66,SONY ,Full HD LED,43,43490,44900,Linux,4.5,1410
67,PHILIPS,Ultra HD LED,58,45999,89990,Android,4.2,43991
68,COOCAA ,Ultra HD LED,55,34999,73990,Android,4.3,38991
69,PHILIPS,Ultra HD LED,50,38999,69990,Linux,4.2,30991
70,NOKIA ,QLED Ultra HD,55,54999,79999,Android,4.2,25000
71,SONY ,Full HD LED,49,44999,69900,Android,4.5,24901
72,KODAK ,Full HD LED,40,19499,20999,Android,4.4,1500
73,KODAK ,Full HD LED,42,20499,27999,Android,4.4,7500
74,MOTOROLA,Ultra HD LED,50,39999,54999,Android,4.3,15000
75,ACER,HD LED,32,13999,19990,Android,3.9,5991
76,TCL ,Full HD LED,55,41999,109990,Android,4.3,67991
77,SAMSUNG,HD LED,32,16290,16400,Tizen,4.3,110
78,TCL ,Ultra HD LED,43,29999,51990,Linux,4.4,21991
79,BLAUPUNKT,Full HD LED,42,20999,29999,Android,4.4,9000
80,PHILIPS,Full HD LED,43,29999,44990,Android,4.2,14991
81,NOKIA ,Ultra HD LED,55,39999,59999,Android,4.3,20000
82,HISENSE,Ultra HD LED,55,46999,59990,Android,4.5,12991
83,REALME ,Ultra HD LED,50,39999,42999,Android,4.3,3000
84,SAMSUNG,QLED Ultra HD,55,76999,129900,Tizen,4.5,52901
85,NOKIA ,HD LED,32,16499,19999,Android,4.3,3500
86,PHILIPS,Ultra HD LED,50,42999,79990,Android,4.0,36991
87,MI ,Full HD LED,43,24999,25999,Android,4.4,1000
88,ACER,Full HD LED,42,21999,29990,Android,3.9,7991
89,ACER,Ultra HD LED,50,34999,44990,Android,3.6,9991
90,KODAK ,Ultra HD LED,43,25999,37999,Android,4.4,12000
91,NOKIA ,Ultra HD LED,50,35999,54999,Android,4.3,19000
92,COOCAA ,Full HD LED,42,18999,48990,Android,4.2,29991
93,BLAUPUNKT,Ultra HD LED,50,34499,47999,Android,4.7,13500
94,SAMSUNG,Ultra HD LED,55,55990,76900,Tizen,4.3,20910
95,IFFALCON BY TCL,QLED Ultra HD,55,44999,126990,Android,4.3,81991
96,THOMSON,Ultra HD LED,65,53999,70499,Android,4.4,16500
97,SAMSUNG,Full HD LED,32,20880,24275,Tizen,4.2,3395
98,IFFALCON BY TCL,Full HD LED,40,19999,36990,Android,4.3,16991
99,BLAUPUNKT,Ultra HD LED,43,28999,41999,Android,4.7,13000
100,THOMSON,Ultra HD LED,43,22999,29999,Android,4.3,7000
101,ADSUN,HD LED,32,8699,16999,Android,3.8,8300
102,LG ,Ultra HD LED,55,57999,89990,WebOS,4.5,31991
103,SONY ,Ultra HD LED,43,44999,66900,Linux,4.5,21901
104,SAMSUNG,QLED Ultra HD,50,84999,119900,Tizen,4.8,34901
105,TCL ,Ultra HD LED,55,39999,75990,Android,4.4,35991
106,ACER,Ultra HD LED,58,38999,59990,Android,4.0,20991
107,THOMSON,Ultra HD LED,43,27999,37999,Android,4.4,10000
108,SAMSUNG,QLED Ultra HD,50,68999,112900,Tizen,4.5,43901
109,VU,Ultra HD LED,65,56999,75000,Android,4.4,18001
110,TCL ,HD LED,32,16499,29990,Android,4.2,13491
111,HISENSE,Ultra HD LED,43,29990,36990,Android,4.3,7000
112,KODAK ,Ultra HD LED,55,34499,39990,Android,4.3,5491
113,SONY ,Full HD LED,43,44900,44900,Linux,4.6,0
114,BLAUPUNKT,Ultra HD LED,55,39999,55999,Android,4.7,16000
115,THOMSON,HD LED,32,11999,14990,Android,4.1,2991
116,HISENSE,Ultra HD LED,43,30999,36990,Android,4.4,5991
117,SAMSUNG,Full HD LED,43,32999,53900,Tizen,4.4,20901
118,SAMSUNG,Full HD LED,43,36580,39900,Tizen,4.3,3320
119,KODAK ,HD LED,24,8499,10499,Android,4.0,2000
120,THOMSON,Ultra HD LED,55,34999,46999,Android,4.3,12000
121,SONY ,Ultra HD LED,43,56720,72900,Linux,4.8,16180
122,T-SERIES,HD LED,24,9990,12990,Android,4.237685459940661,3000
123,MOTOROLA,HD LED,32,17999,21799,Android,4.3,3800
124,PANASONIC,Ultra HD LED,50,37999,42990,Android,4.2,4991
125,MOTOROLA,QLED Ultra HD,55,55999,63999,Android,4.3,8000
126,TCL ,Full HD LED,65,63999,159990,Android,4.3,95991
127,COOCAA ,Ultra HD LED,43,23999,54990,Android,4.3,30991
128,LG ,Ultra HD LED,55,65999,109990,WebOS,4.5,43991
129,COOCAA ,Ultra HD LED,50,31499,64990,Android,4.3,33491
130,TCL ,Full HD LED,43,27190,47990,Android,4.3,20800
131,VU,Ultra HD LED,43,30999,36000,Android,4.3,5001
132,TOSHIBA,Full HD LED,43,22499,26990,VIDAA,4.4,4491
133,HISENSE,Ultra HD LED,58,41999,50990,Android,4.4,8991
134,MOTOROLA,Ultra HD LED,65,56999,115399,Android,4.3,58400
135,LG ,HD LED,32,24057,29990,WebOS,4.3,5933
136,SAMSUNG,QLED Ultra HD,50,73990,119900,Tizen,4.3,45910
137,NOKIA ,Full HD LED,43,26999,39999,Android,4.2,13000
138,MICROMAX,HD LED,32,13299,19900,Android,4.4,6601
139,KODAK ,Ultra HD LED,50,32999,42999,Android,4.4,10000
140,MICROMAX,HD LED,39,18999,24990,Android,3.5,5991
141,KODAK ,Ultra HD LED,50,30999,33999,Android,4.3,3000
142,NOKIA ,Ultra HD LED,55,44999,59999,Android,4.1,15000
143,IFFALCON BY TCL,Ultra HD LED,65,53999,106990,Android,4.3,52991
144,PHILIPS,Ultra HD LED,58,41999,119990,Android,4.2,77991
145,SANSUI ,Ultra HD LED,50,36990,45190,Android,4.5,8200
146,SAMSUNG,QLED Ultra HD,43,59990,94900,Tizen,4.7,34910
147,LG ,HD LED,32,19890,27990,Linux,4.3,8100
148,ONEPLUS,Ultra HD LED,55,52999,59999,Android,4.3,7000
149,MOTOROLA,Ultra HD LED,43,35999,49999,Android,4.4,14000
150,SONY ,Full HD LED,43,46799,52900,Android,4.7,6101
151,TCL ,Full HD LED,50,34999,89990,Android,4.3,54991
152,SAMSUNG,Ultra HD LED,43,41900,49990,Tizen,4.237685459940661,8090
153,PANASONIC,Ultra HD LED,55,46999,109900,Linux,4.2,62901
154,LG ,Ultra HD LED,43,41349,57990,WebOS,4.237685459940661,16641
155,SONY ,Ultra HD LED,43,67990,74900,Linux,4.7,6910
156,SAMSUNG,HD LED,32,21600,22900,Tizen,4.5,1300
157,SAMSUNG,QLED Ultra HD,65,121990,222900,Tizen,4.3,100910
158,MOTOROLA,Ultra HD LED,65,66999,79999,Android,4.4,13000
159,LG ,Ultra HD LED,65,83599,119990,WebOS,4.4,36391
160,SAMSUNG,QLED Ultra HD,55,128999,169900,Tizen,4.6,40901
161,SONY ,Ultra HD LED,49,75099,89900,Android,4.4,14801
162,SONY ,Ultra HD LED,55,73999,99990,Linux,4.5,25991
163,CROMA ,HD LED,32,10990,20000,Android,4.8,9010
164,SAMSUNG,Ultra HD LED,50,57989,73900,Tizen,4.7,15911
165,LG ,Ultra HD LED,65,129999,229900,WebOS,5.0,99901
166,SAMSUNG,QLED Ultra HD,55,84990,134900,Tizen,4.7,49910
167,SAMSUNG,Ultra HD LED,43,45400,56900,Linux,4.3,11500
168,CROMA ,HD LED,24,7990,15000,Android,4.237685459940661,7010
169,LG ,Ultra HD LED,55,137490,299990,WebOS,4.237685459940661,162500
170,SAMSUNG,HD LED,32,29900,29900,Tizen,3.8,0
171,TCL ,HD LED,32,14339,22990,Android,4.3,8651
172,LG ,Ultra HD LED,48,89999,169990,WebOS,2.7,79991
173,TCL ,Ultra HD LED,65,146999,299990,Android,4.237685459940661,152991
174,LG ,Ultra HD LED,43,54990,54990,WebOS,4.4,0
175,LG ,Ultra HD LED,55,64999,93990,WebOS,4.3,28991
176,LG ,HD LED,32,28401,30990,WebOS,4.4,2589
177,SANSUI ,Full HD LED,43,27490,33990,Android,4.1,6500
178,LG ,Ultra HD LED,43,43599,59990,WebOS,4.237685459940661,16391
179,SAMSUNG,Ultra HD LED,55,59990,88900,Tizen,4.237685459940661,28910
180,LG ,Ultra HD LED,55,76197,129990,WebOS,4.8,53793
181,REALME ,Full HD LED,32,17999,23999,Android,4.2,6000
182,MICROMAX,Full HD LED,43,22999,26990,Android,3.9,3991
183,SAMSUNG,QLED Ultra HD,55,159500,244900,Tizen,4.4,85400
184,MICROMAX,Full HD LED,43,23990,33000,Android,4.3,9010
185,LG ,Ultra HD LED,43,47499,75343,WebOS,4.5,27844
186,LG ,Ultra HD LED,43,46969,64990,WebOS,4.237685459940661,18021
187,TCL ,Full HD LED,75,144790,259990,Android,4.3,115200
188,LG ,HD LED,32,22200,25999,WebOS,4.3,3799
189,CANDES ,HD LED,24,9999,17990,Android,4.1,7991
190,SAMSUNG,Ultra HD LED,50,55790,69900,Tizen,4.237685459940661,14110
191,SAMSUNG,QLED Ultra HD,55,89390,134900,Tizen,4.237685459940661,45510
192,LG ,Ultra HD LED,43,46590,59990,WebOS,4.5,13400
193,LG ,Full HD LED,55,103990,103990,WebOS,4.2,0
194,SAMSUNG,Ultra HD LED,65,85990,116900,Tizen,4.3,30910
195,SAMSUNG,QLED Ultra HD,65,318700,399900,Tizen,4.237685459940661,81200
196,SAMSUNG,Ultra HD LED,43,44870,54900,Tizen,4.237685459940661,10030
197,SAMSUNG,Ultra HD LED,43,38999,48900,Tizen,4.3,9901
198,MI ,HD LED,32,14999,14999,Android,4.4,0
199,LG ,Ultra HD LED,55,57200,84990,WebOS,4.237685459940661,27790
200,LG ,Ultra HD LED,65,139999,254990,WebOS,4.237685459940661,114991
201,DYANORA,Full HD LED,42,18499,32999,Android,4.237685459940661,14500
202,SONY ,Ultra HD LED,65,169900,239900,Linux,4.237685459940661,70000
203,IFFALCON BY TCL,QLED Ultra HD,65,84999,229990,Android,4.3,144991
204,SONY ,Ultra HD LED,55,102290,139900,Android,4.237685459940661,37610
205,DYANORA,HD LED,32,10999,15999,Android,4.3,5000
206,LG ,Ultra HD LED,65,199999,349990,WebOS,4.4,149991
207,LG ,Ultra HD LED,55,99999,166990,WebOS,4.237685459940661,66991
208,LG ,Ultra HD LED,55,155879,226990,WebOS,4.237685459940661,71111
209,LG ,Ultra HD LED,65,279990,399990,WebOS,4.237685459940661,120000
210,SAMSUNG,Ultra HD LED,55,64299,86900,Tizen,4.6,22601
211,SONY ,Ultra HD LED,75,199491,299900,Linux,4.7,100409
212,SAMSUNG,QLED Ultra HD,65,224999,279900,Tizen,5.0,54901
213,SAMSUNG,Ultra HD LED,55,104900,104900,Tizen,4.4,0
215,HISENSE,HD LED,32,18490,24990,Android,4.237685459940661,6500
216,LG ,Full HD LED,43,36499,41990,WebOS,4.4,5491
217,SAMSUNG,QLED Ultra HD,55,144990,199990,Tizen,4.237685459940661,55000
218,LG ,Ultra HD LED,55,128100,209990,WebOS,4.237685459940661,81890
219,TCL ,Ultra HD LED,55,55499,89900,Android,4.3,34401
220,MICROMAX,Ultra HD LED,49,42490,59990,Android,4.2,17500
221,LG ,Ultra HD LED,55,63990,91990,WebOS,4.7,28000
222,SAMSUNG,QLED Ultra HD,55,163738,211900,Tizen,4.237685459940661,48162
223,BLAUPUNKT,Ultra HD LED,65,55999,75999,Android,4.237685459940661,20000
224,IFFALCON BY TCL,Ultra HD LED,55,36999,59990,Android,4.3,22991
225,SONY ,Ultra HD LED,65,113999,179900,Android,4.4,65901
226,HAIER ,Full HD LED,42,28240,43990,Android,5.0,15750
227,SAMSUNG,Ultra HD LED,65,295900,295900,Tizen,4.237685459940661,0
228,SONY ,Ultra HD LED,65,469999,529900,Android,5.0,59901
229,PANASONIC,Ultra HD LED,55,62738,82990,Linux,4.237685459940661,20252
230,SONY ,Ultra HD LED,75,259999,499900,Android,3.7,239901
231,LG ,Ultra HD LED,65,249999,409990,WebOS,4.8,159991
232,TOSHIBA,Ultra HD LED,50,33999,46990,VIDAA,4.3,12991
233,LG ,Full HD LED,49,77990,77990,WebOS,4.8,0
234,TOSHIBA,HD LED,32,17499,18990,VIDAA,4.3,1491
235,IFFALCON BY TCL,Ultra HD LED,75,149999,239999,Android,4.2,90000
236,PANASONIC,Full HD LED,32,22990,24990,Android,4.2,2000
237,LG ,Ultra HD LED,65,93999,129990,WebOS,4.5,35991
238,SAMSUNG,Ultra HD LED,50,53200,64990,Tizen,4.237685459940661,11790
239,T-SERIES,HD LED,32,12499,14990,Linux,3.7,2491
240,SAMSUNG,QLED Ultra HD,65,148990,259900,Tizen,4.237685459940661,110910
241,SAMSUNG,Ultra HD LED,43,49990,62900,Tizen,4.237685459940661,12910
242,ONIDA,Full HD LED,40,17999,29990,Android,4.1,11991
243,LG ,Ultra HD LED,65,262999,364990,WebOS,4.237685459940661,101991
244,LG ,Ultra HD LED,55,149999,229990,WebOS,4.3,79991
245,LG ,Ultra HD LED,65,224999,379990,WebOS,5.0,154991
246,HAIER ,Ultra HD LED,43,34999,43990,Android,4.1,8991
247,SONY ,HD LED,32,26374,29800,Android,4.4,3426
248,SONY ,Full HD LED,50,60291,64900,Linux,4.5,4609
249,SANSUI ,Ultra HD LED,55,119990,119990,Android,4.3,0
250,TCL ,Ultra HD LED,55,47499,79990,Android,3.9,32491
251,VU,Ultra HD LED,55,41999,58000,Android,4.4,16001
252,RGL ,HD LED,24,9990,12990,HomeOS,4.0,3000
253,SAMSUNG,Ultra HD LED,65,294900,294900,Tizen,4.7,0
254,LG ,Ultra HD LED,70,94990,169990,WebOS,4.237685459940661,75000
255,MI ,HD LED,32,15999,15999,Android,4.4,0
256,KODAK ,HD LED,32,11499,20990,Android,4.3,9491
257,SAMSUNG,Full HD LED,43,38990,56945,Tizen,4.237685459940661,17955
258,SONY ,Ultra HD LED,65,259999,449900,Android,4.3,189901
259,SAMSUNG,Ultra HD LED,65,159500,234900,Tizen,4.6,75400
260,LG ,Ultra HD LED,65,164999,264990,WebOS,4.7,99991
261,SONY ,Ultra HD LED,65,149999,244900,Android,4.7,94901
262,SAMSUNG,QLED Ultra HD,49,74990,129900,Tizen,4.7,54910
263,PHILIPS,Full HD LED,43,28999,35990,Linux,4.1,6991
264,ONIDA,Ultra HD LED,58,53199,79990,Android,4.2,26791
265,SAMSUNG,Ultra HD LED,75,169990,254900,Tizen,4.237685459940661,84910
266,SAMSUNG,QLED Ultra HD,55,84999,133900,Tizen,4.6,48901
267,LG ,Ultra HD LED,55,124999,177990,WebOS,4.4,52991
268,LG ,Ultra HD LED,75,385099,549990,WebOS,4.237685459940661,164891
269,CANDES ,HD LED,32,11299,22690,Android,3.9,11391
270,SAMSUNG,Ultra HD LED,49,179900,179900,Tizen,4.3,0
271,SAMSUNG,Full HD LED,43,62900,62900,Tizen,3.9,0
272,SONY ,Ultra HD LED,55,80799,94900,Linux,4.6,14101
273,SONY ,Ultra HD LED,49,64599,76900,Android,4.6,12301
274,DYANORA,HD LED,32,12499,18999,Android,4.237685459940661,6500
275,MOTOROLA,Ultra HD LED,43,30999,46050,Android,4.3,15051
276,SAMSUNG,QLED Ultra HD,65,470900,470900,Tizen,4.237685459940661,0
277,SONY ,Ultra HD LED,55,129990,155990,Linux,4.237685459940661,26000
278,SAMSUNG,Ultra HD LED,55,61890,79400,Tizen,4.237685459940661,17510
279,SAMSUNG,QLED Ultra HD,65,199990,284990,Tizen,4.237685459940661,85000
280,SAMSUNG,Ultra HD LED,55,204900,204900,Tizen,3.0,0
281,TCL ,Full HD LED,40,26990,39990,Android,4.2,13000
282,LG ,Ultra HD LED,55,64990,102990,WebOS,4.3,38000
283,SAMSUNG,QLED Ultra HD,55,314900,314900,Tizen,4.237685459940661,0
284,SANSUI ,Ultra HD LED,55,69200,69200,Android,3.7,0
285,LLOYD ,Ultra HD LED,65,74999,153990,Linux,4.8,78991
286,SONY ,Ultra HD LED,55,109999,164900,Android,3.6,54901
287,THOMSON,HD LED,32,16999,16999,Android,4.1,0
288,LG ,Ultra HD LED,55,61999,94990,WebOS,4.237685459940661,32991
289,PHILIPS,HD LED,32,18999,20990,Android,4.1,1991
290,SAMSUNG,Ultra HD LED,49,64499,99900,Tizen,4.5,35401
291,LG ,Ultra HD LED,55,81999,149990,WebOS,4.8,67991
292,PANASONIC,HD LED,32,28399,28400,Android,4.2,1
293,LG ,Ultra HD LED,65,199999,349990,WebOS,4.237685459940661,149991
294,SAMSUNG,Ultra HD LED,65,89990,124990,Tizen,4.237685459940661,35000
295,LUMX ,Full HD LED,43,21990,46900,Android,4.237685459940661,24910
